hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask,region,region_psgc,province,province_psgc,city_mun,city_mun_psgc,north_coord,east_coord
DOH000000000005708,1192,JAIME B. BERCES MEMORIAL HOSPITAL,2020-04-24 11:16:23,2020-04-24 11:16:23,2020-04-24,5,5400,1025,0,20,218,15,1834,24,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,CITY OF TABACO,PH050517000,13.142672,123.7511
DOH000000000005708,2549,JAIME B. BERCES MEMORIAL HOSPITAL,2020-05-01 10:36:27,2020-05-01 10:36:27,2020-05-01,14,2500,1000,22,6,300,15,1200,15,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,CITY OF TABACO,PH050517000,13.142672,123.7511
DOH000000000005708,3894,JAIME B. BERCES MEMORIAL HOSPITAL,2020-05-08 9:26:46,2020-05-08 9:26:46,2020-05-08,44,6920,975,16,7,190,68,1310,26,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,CITY OF TABACO,PH050517000,13.142672,123.7511
DOH000000000005708,6084,JAIME B. BERCES MEMORIAL HOSPITAL,2020-05-15 14:11:40,2020-05-15 14:11:40,2020-05-15,8,6580,800,16,28,170,90,850,26,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,CITY OF TABACO,PH050517000,13.142672,123.7511
DOH000000000005708,7321,JAIME B. BERCES MEMORIAL HOSPITAL,2020-05-22 10:20:29,2020-05-22 10:20:29,2020-05-22,8,6580,800,16,26,170,90,850,26,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,CITY OF TABACO,PH050517000,13.142672,123.7511
DOH000000000005708,94,JAIME B. BERCES MEMORIAL HOSPITAL,2020-04-17 9:56:22,2020-04-17 9:56:22,2020-04-17,6,6000,146,1,0,218,15,310,0,REGION V (BICOL REGION),PH050000000,ALBAY,PH050500000,CITY OF TABACO,PH050517000,13.142672,123.7511
DOH000000000005709,4629,TOMBOC - SALAYOG HOSPITAL,2020-05-08 15:38:41,2020-05-08 15:38:41,2020-05-08,30,100,1000,100,50,10,100,100,50,REGION XII (SOCCSKSA RGEN),PH120000000,SULTAN KUDARAT,PH126500000,CITY OF TACURONG,PH126511000,6.6881199,124.6789932
DOH000000000005709,6243,TOMBOC - SALAYOG HOSPITAL,2020-05-15 15:29:58,2020-05-15 15:29:58,2020-05-15,30,100,100,100,100,100,100,100,100,REGION XII (SOCCSKSA RGEN),PH120000000,SULTAN KUDARAT,PH126500000,CITY OF TACURONG,PH126511000,6.6881199,124.6789932
DOH000000000005710,1834,"LAS PI?AS CITY MEDICAL CENTER, INC.",2020-04-24 18:01:44,2020-04-24 18:01:44,2020-04-24,202,25000,800,97,150,50,721,6850,410,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, FOURTH DISTRICT (Not a Province)",PH137600000,CITY OF LAS PINAS,PH137601000,14.4296462,121.0034981
DOH000000000005710,4312,"LAS PI?AS CITY MEDICAL CENTER, INC.",2020-05-08 12:47:48,2020-05-08 12:47:48,2020-05-08,1023,1800,1000,2250,632,1100,5250,7400,1200,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, FOURTH DISTRICT (Not a Province)",PH137600000,CITY OF LAS PINAS,PH137601000,14.4296462,121.0034981
DOH000000000005710,5605,"LAS PI?AS CITY MEDICAL CENTER, INC.",2020-05-15 10:00:45,2020-05-15 10:00:45,2020-05-15,1076,2000,1025,31,882,1250,5427,12700,1214,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, FOURTH DISTRICT (Not a Province)",PH137600000,CITY OF LAS PINAS,PH137601000,14.4296462,121.0034981
DOH000000000005710,592,"LAS PI?AS CITY MEDICAL CENTER, INC.",2020-04-17 21:31:35,2020-04-17 21:31:35,2020-04-17,150,36000,1000,136,50,40,820,9000,220,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, FOURTH DISTRICT (Not a Province)",PH137600000,CITY OF LAS PINAS,PH137601000,14.4296462,121.0034981
DOH000000000005710,7530,"LAS PI?AS CITY MEDICAL CENTER, INC.",2020-05-22 12:04:17,2020-05-22 12:04:17,2020-05-22,1169,5150,475,2239,1111,312,5400,9630,914,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, FOURTH DISTRICT (Not a Province)",PH137600000,CITY OF LAS PINAS,PH137601000,14.4296462,121.0034981
DOH000000000005733,5631,ITOGON DISTRICT HOSPITAL,2020-05-15 10:11:25,2020-05-15 10:11:25,2020-05-15,84,1800,100,2,3,100,247,1925,34,CORDILLERA ADMINISTRA TIVE REGION (CAR),PH140000000,BENGUET,PH141100000,ITOGON,PH141106000,16.356225,120.7165535
DOH000000000005733,7061,ITOGON DISTRICT HOSPITAL,2020-05-22 8:45:22,2020-05-22 8:45:22,2020-05-22,39,100,96,2,62,90,274,1840,14,CORDILLERA ADMINISTRA TIVE REGION (CAR),PH140000000,BENGUET,PH141100000,ITOGON,PH141106000,16.356225,120.7165535
DOH000000000005734,6223,KAPANGAN MEDICARE AND COMMUNITY HOSPITAL,2020-05-15 15:17:44,2020-05-15 15:17:44,2020-05-15,0,4600,100,0,30,50,10,1100,40,CORDILLERA ADMINISTRA TIVE REGION (CAR),PH140000000,BENGUET,PH141100000,KAPANGAN,PH141108000,16.5748451,120.5924761
DOH000000000005734,8133,KAPANGAN MEDICARE AND COMMUNITY HOSPITAL,2020-05-22 19:20:04,2020-05-22 19:20:04,2020-05-22,760,6300,1000,763,785,1000,2,1900,800,CORDILLERA ADMINISTRA TIVE REGION (CAR),PH140000000,BENGUET,PH141100000,KAPANGAN,PH141108000,16.5748451,120.5924761
DOH000000000005735,2691,KASIBU MUNICIPAL HOSPITAL,2020-05-01 11:51:18,2020-05-01 11:51:18,2020-05-01,10,0,100,10,20,100,20,200,0,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KASIBU,PH025009000,16.301209,121.294231
DOH000000000005735,3919,KASIBU MUNICIPAL HOSPITAL,2020-05-08 9:35:21,2020-05-08 9:33:59,2020-05-08,10,200,100,10,20,100,20,200,50,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KASIBU,PH025009000,16.301209,121.294231
DOH000000000005735,45,KASIBU MUNICIPAL HOSPITAL,2020-04-17 8:33:40,2020-04-17 8:33:40,2020-04-17,10,0,100,10,20,100,20,300,0,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KASIBU,PH025009000,16.301209,121.294231
DOH000000000005735,5215,KASIBU MUNICIPAL HOSPITAL,2020-05-15 9:07:48,2020-05-15 7:45:50,2020-05-15,10,1300,0,10,20,0,20,800,0,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KASIBU,PH025009000,16.301209,121.294231
DOH000000000005735,7127,KASIBU MUNICIPAL HOSPITAL,2020-05-22 9:01:13,2020-05-22 9:01:13,2020-05-22,10,1500,0,10,20,0,20,550,0,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KASIBU,PH025009000,16.301209,121.294231
DOH000000000005735,766,KASIBU MUNICIPAL HOSPITAL,2020-04-24 7:56:03,2020-04-24 7:56:03,2020-04-24,10,0,100,10,10,100,20,0,0,REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KASIBU,PH025009000,16.301209,121.294231
DOH000000000005737,4671,AKLAN COOPERATIVE MISSION HOSPITAL,2020-05-08 15:55:07,2020-05-08 15:55:07,2020-05-08,10,0,0,0,55,100,20,100,50,REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,KALIBO (Capital),PH060407000,11.700906,122.377652
DOH000000000005738,1365,MCU-FDT MEDICAL FOUNDATION HOSPITAL,2020-04-24 13:20:12,2020-04-24 13:20:12,2020-04-24,70,37000,2000,200,900,500,2800,7000,650,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, THIRD DISTRICT (Not a Province)",PH137500000,CALOOCAN CITY,PH137501000,14.657379,120.986546
DOH000000000005738,2555,MCU-FDT MEDICAL FOUNDATION HOSPITAL,2020-05-01 10:39:55,2020-05-01 10:39:55,2020-05-01,700,40000,2600,700,1300,800,2600,6200,0,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, THIRD DISTRICT (Not a Province)",PH137500000,CALOOCAN CITY,PH137501000,14.657379,120.986546
DOH000000000005738,4081,MCU-FDT MEDICAL FOUNDATION HOSPITAL,2020-05-08 10:37:53,2020-05-08 10:37:53,2020-05-08,600,19000,2400,650,1100,100,2400,4700,1500,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, THIRD DISTRICT (Not a Province)",PH137500000,CALOOCAN CITY,PH137501000,14.657379,120.986546
DOH000000000005738,5718,MCU-FDT MEDICAL FOUNDATION HOSPITAL,2020-05-15 10:47:21,2020-05-15 10:47:21,2020-05-15,450,18000,1850,440,750,15,2030,2900,1230,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, THIRD DISTRICT (Not a Province)",PH137500000,CALOOCAN CITY,PH137501000,14.657379,120.986546
DOH000000000005757,1234,DIONES HOSPITAL,2020-04-24 11:39:39,2020-04-24 11:39:39,2020-04-24,6,100,30,0,0,0,5,20,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SULOP,PH112414000,6.59765,125.344937
DOH000000000005757,2765,DIONES HOSPITAL,2020-05-01 12:51:01,2020-05-01 12:51:01,2020-05-01,6,70,25,0,0,0,5,15,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SULOP,PH112414000,6.59765,125.344937
DOH000000000005757,4331,DIONES HOSPITAL,2020-05-08 13:00:22,2020-05-08 13:00:22,2020-05-08,7,40,15,0,0,0,5,10,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SULOP,PH112414000,6.59765,125.344937
DOH000000000005757,6002,DIONES HOSPITAL,2020-05-15 13:31:28,2020-05-15 13:31:28,2020-05-15,7,100,40,0,0,0,5,15,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SULOP,PH112414000,6.59765,125.344937
DOH000000000005757,7906,DIONES HOSPITAL,2020-05-22 15:43:05,2020-05-22 15:43:05,2020-05-22,7,60,20,0,0,0,5,25,0,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SULOP,PH112414000,6.59765,125.344937
DOH000000000005758,1232,LOURDES HOSPITAL,2020-04-24 11:37:36,2020-04-24 11:37:36,2020-04-24,20,400,400,10,20,400,20,150,20,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,IRIGA CITY,PH051716000,13.422388,123.41419
DOH000000000005758,2261,LOURDES HOSPITAL,2020-05-01 8:37:53,2020-05-01 8:37:53,2020-05-01,45,3000,4000,10,45,200,10,250,300,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,IRIGA CITY,PH051716000,13.422388,123.41419
DOH000000000005758,3910,LOURDES HOSPITAL,2020-05-08 9:31:18,2020-05-08 9:31:18,2020-05-08,39,2900,3950,10,45,180,10,200,250,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,IRIGA CITY,PH051716000,13.422388,123.41419
DOH000000000005758,5642,LOURDES HOSPITAL,2020-05-15 10:16:09,2020-05-15 10:16:09,2020-05-15,35,2850,3900,10,45,180,10,150,200,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,IRIGA CITY,PH051716000,13.422388,123.41419
DOH000000000005758,7662,LOURDES HOSPITAL,2020-05-22 13:17:15,2020-05-22 13:17:15,2020-05-22,30,2800,3800,10,45,150,10,100,120,REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,IRIGA CITY,PH051716000,13.422388,123.41419
DOH000000000005759,3404,DIVINE CARE HOSPITAL MULTI SERVICES CORP.,2020-05-02 13:44:14,2020-05-02 13:44:14,2020-05-02,10,100,50,1,35,0,40,0,0,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,SAN JUAN,PH041023000,13.829053,121.367371
DOH000000000005759,4217,DIVINE CARE HOSPITAL MULTI SERVICES CORP.,2020-05-08 11:45:24,2020-05-08 11:45:24,2020-05-08,10,700,18,1,35,50,48,0,10,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,SAN JUAN,PH041023000,13.829053,121.367371
DOH000000000005759,5521,DIVINE CARE HOSPITAL MULTI SERVICES CORP.,2020-05-15 9:27:46,2020-05-15 9:27:46,2020-05-15,0,300,5,5,35,10,48,62,0,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,SAN JUAN,PH041023000,13.829053,121.367371
DOH000000000005759,7346,DIVINE CARE HOSPITAL MULTI SERVICES CORP.,2020-05-22 10:28:36,2020-05-22 10:28:36,2020-05-22,0,200,50,5,35,50,48,28,10,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,SAN JUAN,PH041023000,13.829053,121.367371
DOH000000000005762,1779,"CAGAYAN DE ORO MEDICAL CENTER, INC.",2020-04-24 16:55:10,2020-04-24 16:55:10,2020-04-24,100,100,100,100,100,100,100,100,100,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CAGAYAN DE ORO CITY (Capital),PH104305000,8.48592,124.6470413
DOH000000000005762,2559,"CAGAYAN DE ORO MEDICAL CENTER, INC.",2020-05-01 10:42:18,2020-05-01 10:42:18,2020-05-01,100,500,200,100,100,200,100,500,200,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CAGAYAN DE ORO CITY (Capital),PH104305000,8.48592,124.6470413
DOH000000000005762,4313,"CAGAYAN DE ORO MEDICAL CENTER, INC.",2020-05-08 12:48:25,2020-05-08 12:48:25,2020-05-08,100,100,100,100,100,100,100,500,100,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CAGAYAN DE ORO CITY (Capital),PH104305000,8.48592,124.6470413
DOH000000000005762,6153,"CAGAYAN DE ORO MEDICAL CENTER, INC.",2020-05-15 14:44:36,2020-05-15 14:44:36,2020-05-15,0,1800,1100,0,467,0,0,3350,0,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CAGAYAN DE ORO CITY (Capital),PH104305000,8.48592,124.6470413
DOH000000000005762,621,"CAGAYAN DE ORO MEDICAL CENTER, INC.",2020-04-18 8:52:30,2020-04-18 8:52:30,2020-04-18,100,100,100,100,50,100,100,100,50,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CAGAYAN DE ORO CITY (Capital),PH104305000,8.48592,124.6470413
DOH000000000005762,7875,"CAGAYAN DE ORO MEDICAL CENTER, INC.",2020-05-22 15:25:57,2020-05-22 15:25:57,2020-05-22,0,2000,1000,0,450,0,0,5000,450,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CAGAYAN DE ORO CITY (Capital),PH104305000,8.48592,124.6470413
DOH000000000005763,1158,TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL,2020-04-24 10:53:51,2020-04-24 10:53:51,2020-04-24,0,200,30,5,40,0,30,1000,35,BARMM,PH150000000,TAWI-TAWI,PH157000000,SAPA-SAPA,PH157010000,,
DOH000000000005763,2484,TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL,2020-05-01 10:01:42,2020-05-01 10:01:42,2020-05-01,0,200,30,5,40,0,30,1000,35,BARMM,PH150000000,TAWI-TAWI,PH157000000,SAPA-SAPA,PH157010000,,
DOH000000000005763,3923,TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL,2020-05-08 9:35:01,2020-05-08 9:35:01,2020-05-08,0,200,30,5,40,0,30,1000,35,BARMM,PH150000000,TAWI-TAWI,PH157000000,SAPA-SAPA,PH157010000,,
DOH000000000005763,6176,TUAN LIGADDUNG LIPAE MEMORIAL HOSPITAL,2020-05-15 14:58:26,2020-05-15 14:58:26,2020-05-15,0,200,30,5,40,0,30,1000,35,BARMM,PH150000000,TAWI-TAWI,PH157000000,SAPA-SAPA,PH157010000,,
DOH000000000005786,124,SIBUYAN DISTRICT HOSPITAL,2020-04-17 10:43:43,2020-04-17 10:43:43,2020-04-17,50,5000,50,50,50,50,50,500,20,REGION IV-B (MIMAROPA),PH170000000,ROMBLON,PH175900000,CAJIDIOCAN,PH175903000,12.366692,122.686817
DOH000000000005786,2638,SIBUYAN DISTRICT HOSPITAL,2020-05-01 11:24:02,2020-05-01 11:24:02,2020-05-01,50,4000,50,50,50,50,50,300,20,REGION IV-B (MIMAROPA),PH170000000,ROMBLON,PH175900000,CAJIDIOCAN,PH175903000,12.366692,122.686817
DOH000000000005786,3866,SIBUYAN DISTRICT HOSPITAL,2020-05-08 9:15:03,2020-05-08 9:15:03,2020-05-08,50,9000,50,50,50,50,50,100,20,REGION IV-B (MIMAROPA),PH170000000,ROMBLON,PH175900000,CAJIDIOCAN,PH175903000,12.366692,122.686817
DOH000000000005786,5821,SIBUYAN DISTRICT HOSPITAL,2020-05-15 11:33:03,2020-05-15 11:33:03,2020-05-15,50,8000,50,50,50,50,130,0,20,REGION IV-B (MIMAROPA),PH170000000,ROMBLON,PH175900000,CAJIDIOCAN,PH175903000,12.366692,122.686817
DOH000000000005786,6784,SIBUYAN DISTRICT HOSPITAL,2020-05-22 6:13:39,2020-05-22 6:13:39,2020-05-22,50,7700,50,50,50,50,130,980,20,REGION IV-B (MIMAROPA),PH170000000,ROMBLON,PH175900000,CAJIDIOCAN,PH175903000,12.366692,122.686817
DOH000000000005786,955,SIBUYAN DISTRICT HOSPITAL,2020-04-24 9:17:44,2020-04-24 9:17:44,2020-04-24,50,4500,50,50,50,50,50,400,20,REGION IV-B (MIMAROPA),PH170000000,ROMBLON,PH175900000,CAJIDIOCAN,PH175903000,12.366692,122.686817
DOH000000000005789,184,THE MEDICAL CITY PANGASINAN,2020-04-17 11:40:51,2020-04-17 11:40:51,2020-04-17,0,1000,126,5,159,470,120,262,202,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,DAGUPAN CITY,PH015518000,16.046141,120.340439
DOH000000000005789,2810,THE MEDICAL CITY PANGASINAN,2020-05-01 13:27:36,2020-05-01 13:27:36,2020-05-01,1148,2100,1000,1003,1042,1050,107,1207,1100,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,DAGUPAN CITY,PH015518000,16.046141,120.340439
DOH000000000005789,4387,THE MEDICAL CITY PANGASINAN,2020-05-08 13:34:50,2020-05-08 13:34:50,2020-05-08,1138,1628,956,1002,1042,1014,107,1179,1024,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,DAGUPAN CITY,PH015518000,16.046141,120.340439
DOH000000000005789,5824,THE MEDICAL CITY PANGASINAN,2020-05-15 11:36:18,2020-05-15 11:36:18,2020-05-15,1136,445,813,991,880,852,85,1145,850,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,DAGUPAN CITY,PH015518000,16.046141,120.340439
DOH000000000005789,8226,THE MEDICAL CITY PANGASINAN,2020-05-23 10:16:16,2020-05-23 10:16:16,2020-05-23,1067,456,790,856,850,757,76,1089,670,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,DAGUPAN CITY,PH015518000,16.046141,120.340439
DOH000000000005789,998,THE MEDICAL CITY PANGASINAN,2020-04-24 9:33:44,2020-04-24 9:33:44,2020-04-24,148,654,38,4,42,116,108,233,111,REGION I (ILOCOS REGION),PH010000000,PANGASINAN,PH015500000,DAGUPAN CITY,PH015518000,16.046141,120.340439
DOH000000000005792,1904,BASEY DISTRICT HOSPITAL,2020-04-25 8:01:24,2020-04-25 8:01:24,2020-04-25,50,3000,300,10,0,300,50,3000,0,REGION VIII (EASTERN VISAYAS),PH080000000,SAMAR (WESTERN SAMAR),PH086000000,BASEY,PH086002000,11.279209,125.06528
DOH000000000005792,4774,BASEY DISTRICT HOSPITAL,2020-05-08 16:46:16,2020-05-08 16:46:16,2020-05-08,30,1000,100,300,300,100,100,1000,0,REGION VIII (EASTERN VISAYAS),PH080000000,SAMAR (WESTERN SAMAR),PH086000000,BASEY,PH086002000,11.279209,125.06528
DOH000000000005792,5669,BASEY DISTRICT HOSPITAL,2020-05-15 10:25:45,2020-05-15 10:25:45,2020-05-15,20,2000,1500,432,200,1500,100,1000,0,REGION VIII (EASTERN VISAYAS),PH080000000,SAMAR (WESTERN SAMAR),PH086000000,BASEY,PH086002000,11.279209,125.06528
DOH000000000005795,1740,CULASI DISTRICT HOSPITAL,2020-04-24 16:34:05,2020-04-24 16:34:05,2020-04-24,10,300,10,8,10,10,50,300,10,REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,CULASI,PH060606000,11.42401,122.061381
DOH000000000005795,6732,CULASI DISTRICT HOSPITAL,2020-05-17 14:56:49,2020-05-17 14:56:49,2020-05-17,8,200,10,6,25,8,50,100,10,REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,CULASI,PH060606000,11.42401,122.061381
DOH000000000005796,6400,DANIEL O. MERCADO MEDICAL CENTER,2020-05-15 16:55:44,2020-05-15 16:55:44,2020-05-15,578,900,416,383,579,27,2000,10350,107,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,CITY OF TANAUAN,PH041031000,14.07949,121.15107
DOH000000000005796,8043,DANIEL O. MERCADO MEDICAL CENTER,2020-05-22 16:53:31,2020-05-22 16:53:31,2020-05-22,555,1500,1008,400,351,27,1967,10100,20,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,CITY OF TANAUAN,PH041031000,14.07949,121.15107
DOH000000000005797,1641,ZENON T. LAGUMBAY MEMORIAL HOSPITAL,2020-04-24 15:42:13,2020-04-24 15:42:13,2020-04-24,0,0,0,0,0,0,0,0,0,REGION VIII (EASTERN VISAYAS),PH080000000,SOUTHERN LEYTE,PH086400000,HINUNANGAN,PH086403000,10.396708,125.197062
DOH000000000005797,2578,ZENON T. LAGUMBAY MEMORIAL HOSPITAL,2020-05-01 10:49:44,2020-05-01 10:49:44,2020-05-01,0,0,0,0,0,0,0,0,0,REGION VIII (EASTERN VISAYAS),PH080000000,SOUTHERN LEYTE,PH086400000,HINUNANGAN,PH086403000,10.396708,125.197062
DOH000000000005797,4487,ZENON T. LAGUMBAY MEMORIAL HOSPITAL,2020-05-08 14:30:00,2020-05-08 14:30:00,2020-05-08,0,0,0,0,0,0,0,0,0,REGION VIII (EASTERN VISAYAS),PH080000000,SOUTHERN LEYTE,PH086400000,HINUNANGAN,PH086403000,10.396708,125.197062
DOH000000000005797,5522,ZENON T. LAGUMBAY MEMORIAL HOSPITAL,2020-05-15 9:27:53,2020-05-15 9:27:53,2020-05-15,0,0,0,0,0,0,0,0,0,REGION VIII (EASTERN VISAYAS),PH080000000,SOUTHERN LEYTE,PH086400000,HINUNANGAN,PH086403000,10.396708,125.197062
DOH000000000005797,7462,ZENON T. LAGUMBAY MEMORIAL HOSPITAL,2020-05-22 11:21:27,2020-05-22 11:21:27,2020-05-22,0,100,0,0,0,0,0,0,0,REGION VIII (EASTERN VISAYAS),PH080000000,SOUTHERN LEYTE,PH086400000,HINUNANGAN,PH086403000,10.396708,125.197062
DOH000000000005811,2404,"RICARDO LIMSO MEDICAL CENTER, INC.",2020-05-01 11:58:51,2020-05-01 9:26:05,2020-05-01,22,2000,400,41,68,675,95,1000,45,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,DAVAO CITY,PH112402000,7.07044,125.606976
DOH000000000005811,3752,"RICARDO LIMSO MEDICAL CENTER, INC.",2020-05-08 8:37:50,2020-05-08 8:37:50,2020-05-08,1,1200,400,17,60,646,50,1100,70,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,DAVAO CITY,PH112402000,7.07044,125.606976
DOH000000000005811,5337,"RICARDO LIMSO MEDICAL CENTER, INC.",2020-05-15 8:30:24,2020-05-15 8:30:24,2020-05-15,36,1600,500,25,70,606,45,950,80,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,DAVAO CITY,PH112402000,7.07044,125.606976
DOH000000000005811,7194,"RICARDO LIMSO MEDICAL CENTER, INC.",2020-05-22 9:29:32,2020-05-22 9:29:32,2020-05-22,11,1700,300,10,30,572,30,1000,30,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,DAVAO CITY,PH112402000,7.07044,125.606976
DOH000000000005811,888,"RICARDO LIMSO MEDICAL CENTER, INC.",2020-04-24 8:53:15,2020-04-24 8:53:15,2020-04-24,50,1500,300,39,50,350,70,900,900,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,DAVAO CITY,PH112402000,7.07044,125.606976
DOH000000000005811,95,"RICARDO LIMSO MEDICAL CENTER, INC.",2020-04-17 9:57:02,2020-04-17 9:57:02,2020-04-17,56,1500,500,41,56,106,120,1250,100,REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,DAVAO CITY,PH112402000,7.07044,125.606976
DOH000000000005812,1461,TAFT DISTRICT HOSPITAL,2020-04-24 14:19:48,2020-04-24 14:19:48,2020-04-24,5,100,50,5,5,5,100,50,10,REGION VIII (EASTERN VISAYAS),PH080000000,EASTERN SAMAR,PH082600000,TAFT,PH082623000,11.898027,125.419658
DOH000000000005812,2973,TAFT DISTRICT HOSPITAL,2020-05-01 15:01:38,2020-05-01 15:01:38,2020-05-01,5,50,33,5,5,5,100,20,8,REGION VIII (EASTERN VISAYAS),PH080000000,EASTERN SAMAR,PH082600000,TAFT,PH082623000,11.898027,125.419658
DOH000000000005812,3761,TAFT DISTRICT HOSPITAL,2020-05-08 8:40:17,2020-05-08 8:40:17,2020-05-08,5,100,30,8,5,5,100,60,8,REGION VIII (EASTERN VISAYAS),PH080000000,EASTERN SAMAR,PH082600000,TAFT,PH082623000,11.898027,125.419658
DOH000000000005812,6186,TAFT DISTRICT HOSPITAL,2020-05-15 15:03:50,2020-05-15 15:03:50,2020-05-15,5,58,30,8,5,5,100,25,8,REGION VIII (EASTERN VISAYAS),PH080000000,EASTERN SAMAR,PH082600000,TAFT,PH082623000,11.898027,125.419658
DOH000000000005812,7062,TAFT DISTRICT HOSPITAL,2020-05-22 8:45:26,2020-05-22 8:45:26,2020-05-22,5,30,30,8,5,5,100,15,8,REGION VIII (EASTERN VISAYAS),PH080000000,EASTERN SAMAR,PH082600000,TAFT,PH082623000,11.898027,125.419658
DOH000000000005820,4587,DIVINE LOVE GENERAL HOSPITAL,2020-05-08 15:18:31,2020-05-08 15:18:31,2020-05-08,31,7400,1400,0,56,710,200,2200,15,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LIPA CITY,PH041014000,13.936761,121.158549
DOH000000000005820,5895,DIVINE LOVE GENERAL HOSPITAL,2020-05-15 12:18:51,2020-05-15 12:18:51,2020-05-15,34,5600,1296,0,134,540,394,9573,20,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LIPA CITY,PH041014000,13.936761,121.158549
DOH000000000005820,7916,DIVINE LOVE GENERAL HOSPITAL,2020-05-22 15:48:59,2020-05-22 15:48:59,2020-05-22,34,5000,1200,0,134,500,394,9500,3,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LIPA CITY,PH041014000,13.936761,121.158549
